20230905	넛지헬스케어 주식회사	15	33	0	5
20230905	(주)비바리퍼블리카	2	7	2	21
20230905	전능아이티(주)	10	20	0	2
20230905	베이글코드	2	9	0	3
20230905	(주)엔조이소프트	3	6	3	5
20230905	(주)채널코퍼레이션	3	6	3	5
20230905	아틀라스네트웍스	1	4	1	7
20230905	주식회사스캐터랩	0	4	0	7
20230905	(주)소프트파워	5	7	1	3
20230905	(주)어썸피스	0	1	2	9
20230905	(주)팬마음	9	9	1	1
20230905	당근마켓	2	3	2	7
20230905	주식회사 엔진스튜디오	5	8	0	2
20230905	데브시스터즈(주)	1	3	1	6
20230905	위메이드	9	9	0	0
20230905	(주)스틸리언	3	5	1	3
20230905	엑스이허브㈜	0	5	0	3
20230905	주식회사 버킷플레이스	0	6	0	2
20230905	주식회사 씨앤에이아이	0	5	1	3
20230905	(유)아홉	3	5	0	2
20230905	(주)블루데이타시스템즈	4	6	0	1
20230905	(주)비타소프트	1	5	1	2
20230905	(주)아도스	2	5	0	2
20230905	(주)아이엠티소프트	3	5	2	2
20230905	(주)에어스메디컬	3	6	0	1
20230905	(주)엘리스 서울강남2지점	2	5	0	2
20230905	(주)폴리큐브	2	5	1	2
20230905	(주)행복한다람쥐단	0	5	0	2
20230905	씨알에스큐브	0	4	1	3
20230905	아우토크립트(주)	2	3	4	4
20230905	인더포레스트	3	4	2	3
20230905	(주)게임스프링	3	5	0	1
20230905	(주)더스윙	0	2	0	4
20230905	(주)라이언로켓	0	1	1	5
20230905	(주)모두싸인	1	3	1	3
20230905	(주)보라스카이	2	5	0	1
20230905	(주)스윙크	5	6	0	0
20230905	(주)악어디지털	0	3	0	3
20230905	(주)우경정보기술	0	2	0	4
20230905	(주)제노임펙트	2	2	1	4
20230905	(주)퍼니글루	1	4	1	2
20230905	(주)피플펀드컴퍼니	1	4	1	2
20230905	(주)픽소	1	2	1	4
20230905	(주)헥슬란트	4	6	0	0
20230905	㈜로드컴플릿	1	2	1	4
20230905	드제이	0	3	1	3
20230905	아이알링크(주)	1	4	0	2
20230905	주식회사누아	1	3	0	3
20230905	주식회사셀메이트	3	5	0	1
20230905	주식회사아이아라	5	5	1	1
20230905	팀42(주)	1	2	2	4
20230905	호스트센터(주)	2	5	0	1
20230905	(주)나인코퍼레이션	0	2	1	3
20230905	(주)마음에이아이	1	4	0	1
20230905	(주)마이다스인	0	1	1	4
20230905	(주)슈퍼플래닛	1	4	0	1
20230905	(주)오피지지	0	1	0	4
20230905	(주)와드	4	4	0	1
20230905	(주)카펜스트리트	1	2	0	3
20230905	(주)케이업스튜디오	4	5	0	0
20230905	(주)테르텐	3	3	1	2
20230905	(주)페이크아이즈	1	3	1	2
20230905	리디(주)	0	2	1	3
20230905	마인드로직 주식회사	0	1	1	4
20230905	삼정데이타서비스(주)	0	0	2	5
20230905	솔트웨어(주)	0	0	1	5
20230905	알투소프트	1	3	0	2
20230905	주식회사몰로코	2	2	2	3
20230905	주식회사웰비아닷컴	2	5	0	0
20230905	지뉴소프트	3	3	1	2
20230905	킹스정보통신(주)	1	2	1	3
20230905	파인브이티	0	3	1	2
20230905	플렉스(주)	1	1	1	4
20230905	(주) 드라마앤컴퍼니	1	1	0	3
20230905	(주)네오와인	0	3	0	1
20230905	(주)넥솔시스템	3	4	0	0
20230905	(주)도구공간	1	3	0	1
20230905	(주)딥바이오	1	4	0	0
20230905	(주)라포랩스	0	1	0	3
20230905	(주)비전인사이드	0	4	0	0
20230905	(주)센드버드코리아	1	1	0	3
20230905	(주)슈퍼캣	0	2	1	2
20230905	(주)아우름플래닛	1	3	0	1
20230905	(주)에어큐브	1	1	1	3
20230905	(주)에이디테크놀로지	0	1	2	3
20230905	(주)에이아이스페라	1	3	0	1
20230905	(주)엔디씨에스	1	3	1	1
20230905	(주)왓챠	0	1	0	3
20230905	(주)웰데이타시스템	0	1	0	3
20230905	(주)유니온콘텐츠	0	4	0	0
20230905	(주)이지식스	0	0	0	4
20230905	(주)자이닉스	0	0	0	4
20230905	(주)제론소프트엔	1	2	1	2
20230905	(주)제이솔루션	0	0	3	4
20230905	(주)지우정보기술	0	0	2	4
20230905	(주)초이스테크놀로지	2	2	0	2
20230905	(주)캐스트이즈	1	2	1	2
20230905	(주)코라이즈테크놀로지	3	3	0	1
20230905	(주)콩스튜디오코리아	2	2	0	2
20230905	(주)클라썸	0	1	1	3
20230905	(주)투비스마트지점	0	1	1	3
20230905	(주)파이랩테크놀로지	1	2	0	2
20230905	(주)페이히어	0	0	2	4
20230905	(주)프라이빗노트	1	2	1	2
20230905	(주)프리윌린	0	0	0	4
20230905	(주)휴먼스케이프	0	1	0	3
20230905	㈜에이씨케이	0	0	1	4
20230905	㈜퍼즐몬스터즈	1	1	1	3
20230905	두나무(주)	0	2	0	2
20230905	매스프레소	0	1	0	3
20230905	메가존클라우드(주)	1	4	0	0
20230905	어니언커뮤니케이션즈	2	3	0	1
20230905	에이치아이티주식회사	0	0	2	4
20230905	위플래닛	0	1	0	3
20230905	유니크굿컴퍼니	2	2	0	2
20230905	이쓰리	1	2	2	2
20230905	주식회사 5민랩	1	1	0	3
20230905	주식회사 썬더소프트코리아 	1	1	2	3
20230905	주식회사디앤디랩	0	0	0	4
20230905	주식회사엔키	1	2	0	2
20230905	주식회사오픈서베이	0	2	0	2
20230905	주식회사위키시큐리티	0	4	0	0
20230905	주식회사집토스	1	2	1	2
20230905	주식회사티오리한국	0	1	2	3
20230905	주식회사화이트블록	0	1	0	3
20230905	진진시스템(주)	3	3	1	1
20230905	코인원	2	3	1	1
20230905	콩테크(주)	1	1	2	3
20230905	퓨렌스(주)	3	4	0	0
20230905	(주)게임듀오	1	2	1	1
20230905	(주)게임엔	2	2	1	1
20230905	(주)그리드원	1	2	1	1
20230905	(주)김캐디	0	1	0	2
20230905	(주)나루아이	0	1	1	2
20230905	(주)드림에이스	0	1	0	2
20230905	(주)딥브레인에이아이	0	2	1	1
20230905	(주)띵스플로우	0	2	0	1
20230905	(주)라티스글로벌커뮤니케이션스	0	2	0	1
20230905	(주)레드윗	1	1	2	2
20230905	(주)뤼이드	1	1	1	2
20230905	(주)리틀송뮤직	0	0	1	3
20230905	(주)매그넘빈트	0	0	0	3
20230905	(주)미디어솔루션	2	3	0	0
20230905	(주)미르니	2	2	1	1
20230905	(주)미리디	1	1	1	2
20230905	(주)미어캣게임즈	0	1	0	2
20230905	(주)보이스루	0	2	0	1
20230905	(주)보이저엑스	1	2	0	1
20230905	(주)브레이브모바일	2	2	0	1
20230905	(주)브로넥스	1	3	0	0
20230905	(주)브로드씨엔에스	0	0	2	3
20230905	(주)비케이에스엔피	0	3	0	0
20230905	(주)빌리언이십일	1	1	0	2
20230905	(주)수퍼트리	0	0	2	3
20230905	(주)슈퍼박스	0	2	0	1
20230905	(주)스포카	0	1	1	2
20230905	(주)시프트업	0	1	0	2
20230905	(주)신성ICT	0	0	3	3
20230905	(주)아이티언	1	2	0	1
20230905	(주)아침소프트	1	1	1	2
20230905	(주)아카에이아이	0	2	1	1
20230905	(주)알로하팩토리	0	2	0	1
20230905	(주)알체라	0	1	2	2
20230905	(주)에너자이	0	1	0	2
20230905	(주)에듀토셀	3	3	0	0
20230905	(주)에스아이에이	0	0	0	3
20230905	(주)에이블리코퍼레이션	0	0	0	3
20230905	(주)에이블스토어	0	1	1	2
20230905	(주)에이아이트릭스	2	3	0	0
20230905	(주)엘렉시	1	2	0	1
20230905	(주)오누이랩	1	1	2	2
20230905	(주)오픈오브젝트	0	0	2	3
20230905	(주)우리라인	1	1	1	2
20230905	(주)유비씨	1	1	0	2
20230905	(주)유캔스타	1	1	1	2
20230905	(주)유티플러스인터랙티브	0	1	0	2
20230905	(주)이스트시큐리티	0	1	1	2
20230905	(주)이제이엔	1	2	0	1
20230905	(주)이젬코	0	0	1	3
20230905	(주)이파피루스	0	2	0	1
20230905	(주)인티그레이션	2	2	1	1
